;;;;;;;;;;;;;; 80.007 ; 229.027.746,30 ; 1.633.627,99 ; 227.394.118,31 ; 41.142.264,91 ; 5.760.400,78 ; -   ; -   ; -   ; 221.651.156,36 ; 74.093.414,10 ; 1.222.563,60 ; 5.631.099,16 ; 6.853.662,76 
chave_unica;Período;Ano;Mês;Trimestre;sped_origem;sentido;Registro;CFOP;CST;Alíq. Pis do SPED;Alíq. Cofins do SPED;Nat. BC. Créd.;status_conferencia;qtd_registros; total_item ; total_desconto ; total_liquido ; total_bc_icms ; total_icms ; total_icms_st ; total_ipi ; total_iss ; bc_pis_cof_calculada ; bc_pis_cof_escriturada ; total_pis ; total_cof ; total_pis_cofins 
2023|08|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;1; 519,24 ; -   ; 519,24 ; 519,24 ; -   ; -   ; -   ; -   ; 519,24 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;24; 16.510,07 ; 627,32 ; 15.882,75 ; 34,70 ; 4,16 ; -   ; -   ; -   ; 15.878,59 ; 15.882,75 ; 262,08 ; 1.207,09 ; 1.469,17 
2023|08|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;7; 1.058,71 ; -   ; 1.058,71 ; -   ; -   ; -   ; -   ; -   ; 1.058,71 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;1; 1,00 ; -   ; 1,00 ; -   ; -   ; -   ; -   ; -   ; 1,00 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;6; 7.545,88 ; -   ; 7.545,88 ; 1.779,74 ; 320,35 ; -   ; -   ; -   ; 7.225,53 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;43; 45.272,39 ; 377,99 ; 44.894,40 ; 2.152,86 ; 387,51 ; -   ; -   ; -   ; 44.506,89 ; 44.894,40 ; 740,75 ; 3.411,98 ; 4.152,73 
2023|08|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;54; 28.934,31 ; 192,00 ; 28.742,31 ; 2.048,30 ; 315,96 ; -   ; -   ; -   ; 28.426,35 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;2; 124,68 ; -   ; 124,68 ; -   ; 17,75 ; -   ; -   ; -   ; 124,68 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Saída|D200|6932|-|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Saída;D200;6932;-;0,0000;0,0000;N/A;Não conferido;6; 497.442,55 ; -   ; 497.442,55 ; -   ; -   ; -   ; -   ; -   ; 497.442,55 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Saída|D200|5352|-|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Saída;D200;5352;-;0,0000;0,0000;N/A;Não conferido;31; 3.719.975,56 ; -   ; 3.719.975,56 ; -   ; -   ; -   ; -   ; -   ; 3.719.975,56 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Saída|D200|6352|-|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Saída;D200;6352;-;0,0000;0,0000;N/A;Não conferido;26; 2.120.088,32 ; -   ; 2.120.088,32 ; -   ; -   ; -   ; -   ; -   ; 2.120.088,32 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Saída|D200|6353|-|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Saída;D200;6353;-;0,0000;0,0000;N/A;Não conferido;1; 48.000,00 ; -   ; 48.000,00 ; -   ; -   ; -   ; -   ; -   ; 48.000,00 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Saída|D200|5932|-|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Saída;D200;5932;-;0,0000;0,0000;N/A;Não conferido;11; 252.816,82 ; -   ; 252.816,82 ; -   ; -   ; -   ; -   ; -   ; 252.816,82 ; -   ; -   ; -   ; -   
2023|09|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/09/2023;2023;9;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;15; 1.444,52 ; -   ; 1.444,52 ; 520,80 ; 93,74 ; -   ; -   ; -   ; 1.350,78 ; 1.444,52 ; 23,85 ; 109,78 ; 133,63 
2023|09|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/09/2023;2023;9;3;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;45; 34.765,00 ; 885,34 ; 33.879,66 ; -   ; -   ; -   ; -   ; -   ; 33.879,66 ; 33.879,66 ; 559,05 ; 2.574,83 ; 3.133,88 
2023|09|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/09/2023;2023;9;3;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;5; 3.699,00 ; 68,36 ; 3.630,64 ; -   ; -   ; -   ; -   ; -   ; 3.630,64 ; -   ; -   ; -   ; -   
2023|09|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/09/2023;2023;9;3;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;35; 4.756,35 ; 62,30 ; 4.694,05 ; 2.389,96 ; 430,18 ; -   ; -   ; -   ; 4.263,87 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;149; 55.227,96 ; 35,92 ; 55.192,04 ; 2.856,90 ; 514,24 ; -   ; -   ; -   ; 54.677,80 ; 55.192,04 ; 910,66 ; 4.194,65 ; 5.105,31 
2023|10|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;21; 3.889,73 ; 34,85 ; 3.854,88 ; 90,82 ; 16,35 ; -   ; -   ; -   ; 3.838,53 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;2; 269,91 ; -   ; 269,91 ; 269,91 ; 48,73 ; -   ; -   ; -   ; 221,18 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;262; 695.855,08 ; 24.274,08 ; 671.581,00 ; 1.104,79 ; 198,88 ; -   ; -   ; -   ; 671.382,12 ; 671.581,00 ; 11.081,09 ; 51.040,12 ; 62.121,21 
2023|10|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;89; 2.863,00 ; -   ; 2.863,00 ; -   ; -   ; -   ; -   ; -   ; 2.863,00 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;30; 29.089,65 ; 24,02 ; 29.065,63 ; -   ; -   ; -   ; -   ; -   ; 29.065,63 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;1; 8.547,88 ; -   ; 8.547,88 ; -   ; -   ; -   ; -   ; -   ; 8.547,88 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;155; 88.879,95 ; 309,99 ; 88.569,96 ; 125,55 ; 22,60 ; -   ; -   ; -   ; 88.547,36 ; 88.569,96 ; 1.461,38 ; 6.731,31 ; 8.192,69 
2023|10|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;376; 358.792,03 ; 12.107,10 ; 346.684,93 ; -   ; -   ; -   ; -   ; -   ; 346.684,93 ; 346.684,93 ; 5.720,50 ; 26.347,99 ; 32.068,49 
2023|10|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;193; 55.252,85 ; 533,55 ; 54.719,30 ; 9.359,02 ; 1.253,51 ; -   ; -   ; -   ; 53.465,79 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;11; 14.178,38 ; 1.582,70 ; 12.595,68 ; 2.820,00 ; 338,40 ; -   ; -   ; -   ; 12.257,28 ; 12.595,68 ; 207,83 ; 957,27 ; 1.165,10 
2023|10|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;1; 789,26 ; 79,26 ; 710,00 ; -   ; -   ; -   ; -   ; -   ; 710,00 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;91; 19.250,11 ; 64,11 ; 19.186,00 ; 18.463,21 ; 2.780,26 ; -   ; -   ; -   ; 16.405,74 ; 19.186,00 ; 316,61 ; 1.458,10 ; 1.774,71 
2023|10|CONTRIBUIÇÕES|Entrada|C170|2949|70|0.0000|0.0000|N/A|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2949;70;0,0000;0,0000;N/A;Não conferido;1; 17.735,86 ; -   ; 17.735,86 ; 17.735,86 ; 709,43 ; -   ; -   ; -   ; 17.026,43 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|C170|2151|70|0.0000|0.0000|N/A|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;C170;2151;70;0,0000;0,0000;N/A;Não conferido;1; 20.000,00 ; -   ; 20.000,00 ; -   ; -   ; -   ; -   ; -   ; 20.000,00 ; -   ; -   ; -   ; -   
2023|10|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/10/2023;2023;10;4;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;5; 510,00 ; -   ; 510,00 ; -   ; 60,96 ; -   ; -   ; -   ; 510,00 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;72; 72,00 ; -   ; 72,00 ; -   ; -   ; -   ; -   ; -   ; 72,00 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;8; 1.158,00 ; -   ; 1.158,00 ; -   ; -   ; -   ; -   ; -   ; 1.158,00 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;4; 5.087,88 ; 2,40 ; 5.085,48 ; 267,88 ; 45,54 ; -   ; -   ; -   ; 5.039,94 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;12; 1.008,28 ; -   ; 1.008,28 ; -   ; -   ; -   ; -   ; -   ; 1.008,28 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;131; 82.711,40 ; 3,08 ; 82.708,32 ; 489,99 ; 88,20 ; -   ; -   ; -   ; 82.620,12 ; 82.708,32 ; 1.364,64 ; 6.285,84 ; 7.650,48 
2023|12|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;12; 4.832,35 ; -   ; 4.832,35 ; -   ; -   ; -   ; -   ; -   ; 4.832,35 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;125; 64.576,86 ; 1.881,86 ; 62.695,00 ; 15.575,01 ; 2.648,10 ; -   ; -   ; -   ; 60.046,90 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;10; 22.561,73 ; 971,06 ; 21.590,67 ; -   ; -   ; -   ; -   ; -   ; 21.590,67 ; 21.590,67 ; 356,24 ; 1.640,90 ; 1.997,14 
2023|12|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;5; 720,07 ; -   ; 720,07 ; 610,13 ; 108,90 ; -   ; -   ; -   ; 611,17 ; 720,07 ; 11,88 ; 54,72 ; 66,60 
2023|12|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;94; 201.738,47 ; 8.897,28 ; 192.841,19 ; 384,94 ; 69,29 ; -   ; -   ; -   ; 192.771,90 ; 192.841,19 ; 3.181,92 ; 14.655,96 ; 17.837,88 
2023|12|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;485; 446.969,06 ; 9.409,15 ; 437.559,91 ; -   ; -   ; -   ; -   ; -   ; 437.559,91 ; 437.559,91 ; 7.219,95 ; 33.254,54 ; 40.474,49 
2023|12|CONTRIBUIÇÕES|Entrada|C170|1949|98|0.0000|0.0000|N/A|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1949;98;0,0000;0,0000;N/A;Não conferido;3; 243,60 ; -   ; 243,60 ; 198,20 ; 35,67 ; -   ; -   ; -   ; 207,93 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;24; 60.951,30 ; -   ; 60.951,30 ; 801,58 ; 144,29 ; -   ; -   ; -   ; 60.807,01 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 1.574,72 ; -   ; 1.574,72 ; -   ; -   ; -   ; -   ; -   ; 1.574,72 ; -   ; -   ; -   ; -   
2023|12|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;175; 60.651,04 ; 654,54 ; 59.996,50 ; 1.739,70 ; 211,20 ; -   ; -   ; -   ; 59.785,30 ; 59.996,50 ; 989,99 ; 4.559,71 ; 5.549,70 
2023|12|CONTRIBUIÇÕES|Entrada|D100|1353|-|0.0000|0.0000|07|Não conferido;01/12/2023;2023;12;4;CONTRIBUIÇÕES;Entrada;D100;1353;-;0,0000;0,0000;7;Não conferido;1; -   ; -   ; -   ; -   ; 5,36 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;217; 75.072,44 ; 1.364,72 ; 73.707,72 ; 9.713,13 ; 1.587,94 ; -   ; -   ; -   ; 72.119,78 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;57; 119.595,34 ; 4.719,46 ; 114.875,88 ; 81,77 ; 14,72 ; -   ; -   ; -   ; 114.861,16 ; 114.875,88 ; 1.895,46 ; 8.730,57 ; 10.626,03 
2024|01|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;27; 10.807,68 ; 53,00 ; 10.754,68 ; 2.800,00 ; 336,00 ; -   ; -   ; -   ; 10.418,68 ; 10.754,68 ; 177,44 ; 817,37 ; 994,81 
2024|01|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;217; 252.693,96 ; 11.914,71 ; 240.779,25 ; -   ; -   ; -   ; -   ; -   ; 240.779,25 ; 240.779,25 ; 3.972,88 ; 18.299,15 ; 22.272,03 
2024|01|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;34; 3.137,88 ; 0,25 ; 3.137,63 ; -   ; -   ; -   ; -   ; -   ; 3.137,63 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;3; 1.550,82 ; -   ; 1.550,82 ; -   ; -   ; -   ; -   ; -   ; 1.550,82 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;16; 2.814,00 ; -   ; 2.814,00 ; -   ; -   ; -   ; -   ; -   ; 2.814,00 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;186; 94.629,20 ; 779,45 ; 93.849,75 ; 36,55 ; 6,58 ; -   ; -   ; -   ; 93.843,17 ; 93.849,75 ; 1.548,53 ; 7.132,55 ; 8.681,08 
2024|01|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;8; 1.216,63 ; -   ; 1.216,63 ; 1.216,63 ; 218,46 ; -   ; -   ; -   ; 998,17 ; 1.216,63 ; 20,09 ; 92,47 ; 112,56 
2024|01|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;5; 1.103,50 ; -   ; 1.103,50 ; 1.120,02 ; 108,44 ; -   ; -   ; -   ; 995,06 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;145; 145,00 ; -   ; 145,00 ; -   ; -   ; -   ; -   ; -   ; 145,00 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;41; 14.185,50 ; 358,62 ; 13.826,88 ; 4.202,97 ; 729,27 ; -   ; -   ; -   ; 13.097,61 ; 13.826,88 ; 228,15 ; 1.050,86 ; 1.279,01 
2024|01|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;9; 1.714,79 ; -   ; 1.714,79 ; 180,38 ; 32,47 ; -   ; -   ; -   ; 1.682,32 ; -   ; -   ; -   ; -   
2024|01|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/01/2024;2024;1;1;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;3; 223,61 ; -   ; 223,61 ; -   ; 26,83 ; -   ; -   ; -   ; 223,61 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;343; 406,00 ; -   ; 406,00 ; -   ; -   ; -   ; -   ; -   ; 406,00 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;3; 27.000,00 ; -   ; 27.000,00 ; -   ; -   ; -   ; -   ; -   ; 27.000,00 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;7; 1.758,51 ; -   ; 1.758,51 ; -   ; -   ; -   ; -   ; -   ; 1.758,51 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;157; 66.467,68 ; 10,47 ; 66.457,21 ; 181,35 ; 32,64 ; -   ; -   ; -   ; 66.424,57 ; 66.457,21 ; 1.096,50 ; 5.050,75 ; 6.147,25 
2024|02|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;3; 1.042,00 ; -   ; 1.042,00 ; 363,00 ; 43,56 ; -   ; -   ; -   ; 998,44 ; 1.042,00 ; 17,19 ; 79,19 ; 96,38 
2024|02|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;302; 80.764,50 ; 1.580,10 ; 79.184,40 ; 10.987,71 ; 1.893,03 ; -   ; -   ; -   ; 77.291,37 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;11; 34.459,99 ; -   ; 34.459,99 ; -   ; -   ; -   ; -   ; -   ; 34.459,99 ; -   ; -   ; -   ; -   
2024|02|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;242; 80.477,38 ; 772,22 ; 79.705,16 ; -   ; -   ; -   ; -   ; -   ; 79.705,16 ; 79.705,16 ; 1.315,15 ; 6.057,54 ; 7.372,69 
2024|02|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/02/2024;2024;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;320; 107.617,19 ; 812,68 ; 106.804,51 ; 18.839,28 ; 3.360,07 ; -   ; -   ; -   ; 103.444,44 ; 106.804,51 ; 1.762,38 ; 8.117,18 ; 9.879,56 
