;;;;;;;;;;;;;; 80.007 ; 229.027.746,30 ; 1.633.627,99 ; 227.394.118,31 ; 41.142.264,91 ; 5.760.400,78 ; -   ; -   ; -   ; 221.651.156,36 ; 74.093.414,10 ; 1.222.563,60 ; 5.631.099,16 ; 6.853.662,76 
chave_unica;Período;Ano;Mês;Trimestre;sped_origem;sentido;Registro;CFOP;CST;Alíq. Pis do SPED;Alíq. Cofins do SPED;Nat. BC. Créd.;status_conferencia;qtd_registros; total_item ; total_desconto ; total_liquido ; total_bc_icms ; total_icms ; total_icms_st ; total_ipi ; total_iss ; bc_pis_cof_calculada ; bc_pis_cof_escriturada ; total_pis ; total_cof ; total_pis_cofins 
2023|04|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;154; 411.661,45 ; 752,82 ; 410.908,63 ; -   ; -   ; -   ; -   ; -   ; 410.908,63 ; 410.908,63 ; 6.780,00 ; 31.228,98 ; 38.008,98 
2023|04|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;150; 80.328,38 ; 1.218,68 ; 79.109,70 ; 22.624,30 ; 3.779,19 ; -   ; -   ; -   ; 75.330,51 ; -   ; -   ; -   ; -   
2023|04|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;11; 47.245,98 ; 174,31 ; 47.071,67 ; 44.219,67 ; 7.959,54 ; -   ; -   ; -   ; 39.112,13 ; -   ; -   ; -   ; -   
2023|04|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;5; 471,21 ; -   ; 471,21 ; -   ; -   ; -   ; -   ; -   ; 471,21 ; -   ; -   ; -   ; -   
2023|04|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;180; 268.359,19 ; 5.181,07 ; 263.178,12 ; 42.515,23 ; 4.893,53 ; -   ; -   ; -   ; 258.284,59 ; 263.178,12 ; 4.342,47 ; 20.001,53 ; 24.344,00 
2023|04|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;43; 8.351,57 ; 49,46 ; 8.302,11 ; -   ; -   ; -   ; -   ; -   ; 8.302,11 ; -   ; -   ; -   ; -   
2023|04|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;150; 460.012,85 ; 253,13 ; 459.759,72 ; 379.386,37 ; 68.216,08 ; -   ; -   ; -   ; 391.543,64 ; 459.759,72 ; 7.586,09 ; 34.941,73 ; 42.527,82 
2023|04|CONTRIBUIÇÕES|Entrada|C170|2949|70|0.0000|0.0000|N/A|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;C170;2949;70;0,0000;0,0000;N/A;Não conferido;2; 6.342,58 ; -   ; 6.342,58 ; -   ; -   ; -   ; -   ; -   ; 6.342,58 ; -   ; -   ; -   ; -   
2023|04|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/04/2023;2023;4;2;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;10; 587,51 ; -   ; 587,51 ; -   ; 70,50 ; -   ; -   ; -   ; 587,51 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;28; 4.994,21 ; -   ; 4.994,21 ; -   ; -   ; -   ; -   ; -   ; 4.994,21 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;424; 436.023,56 ; 35.597,55 ; 400.426,01 ; -   ; -   ; -   ; -   ; -   ; 400.426,01 ; 400.426,01 ; 6.607,25 ; 30.432,30 ; 37.039,55 
2023|05|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;278; 91.012,84 ; 1.538,86 ; 89.473,98 ; 33.637,13 ; 5.788,72 ; -   ; -   ; -   ; 83.685,26 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;183; 213.500,57 ; 862,26 ; 212.638,31 ; 34.377,14 ; 6.153,22 ; -   ; -   ; -   ; 206.485,09 ; 212.638,31 ; 3.508,61 ; 16.160,50 ; 19.669,11 
2023|05|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;16; 54.920,49 ; 60,83 ; 54.859,66 ; 48.395,17 ; 8.711,13 ; -   ; -   ; -   ; 46.148,53 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;37; 17.432,39 ; 3,52 ; 17.428,87 ; 4.036,97 ; 634,30 ; -   ; -   ; -   ; 16.794,57 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;77; 22.740,00 ; -   ; 22.740,00 ; -   ; -   ; -   ; -   ; -   ; 22.740,00 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;46; 17.475,75 ; 1.666,01 ; 15.809,74 ; -   ; -   ; -   ; -   ; -   ; 15.809,74 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;275; 564.421,69 ; 544,95 ; 563.876,74 ; -   ; -   ; -   ; -   ; -   ; 563.876,74 ; 563.876,74 ; 9.304,02 ; 42.854,67 ; 52.158,69 
2023|05|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;5; 6.123,68 ; -   ; 6.123,68 ; 5.563,96 ; 1.001,51 ; -   ; -   ; -   ; 5.122,17 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;1; 1.450,00 ; -   ; 1.450,00 ; -   ; -   ; -   ; -   ; -   ; 1.450,00 ; 1.450,00 ; 23,93 ; 110,20 ; 134,13 
2023|05|CONTRIBUIÇÕES|Entrada|C170|2933|70|0.0000|0.0000|03|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2933;70;0,0000;0,0000;3;Não conferido;2; 3.400,00 ; -   ; 3.400,00 ; -   ; -   ; -   ; -   ; -   ; 3.400,00 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;2; 200.000,00 ; -   ; 200.000,00 ; 200.000,00 ; 24.000,00 ; -   ; -   ; -   ; 176.000,00 ; -   ; -   ; -   ; -   
2023|05|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;121; 50.918,30 ; 1.299,07 ; 49.619,23 ; 16.540,16 ; 1.578,77 ; -   ; -   ; -   ; 48.040,46 ; 49.619,23 ; 818,72 ; 3.771,05 ; 4.589,77 
2023|05|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;27; 66.820,61 ; 242,01 ; 66.578,60 ; -   ; -   ; -   ; -   ; -   ; 66.578,60 ; 66.578,60 ; 1.098,54 ; 5.059,96 ; 6.158,50 
2023|05|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;281; 295.296,63 ; 20.682,95 ; 274.613,68 ; 67.632,04 ; 7.784,04 ; -   ; -   ; -   ; 266.829,64 ; 274.613,68 ; 4.531,20 ; 20.870,65 ; 25.401,85 
2023|05|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/05/2023;2023;5;2;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 1.729,60 ; -   ; 1.729,60 ; -   ; -   ; -   ; -   ; -   ; 1.729,60 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;364; 248.302,34 ; 15.333,46 ; 232.968,88 ; -   ; -   ; -   ; -   ; -   ; 232.968,88 ; 232.968,88 ; 3.844,10 ; 17.705,75 ; 21.549,85 
2023|06|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;186; 229.146,06 ; 25.330,34 ; 203.815,72 ; 36.555,11 ; 3.819,65 ; -   ; -   ; -   ; 199.996,07 ; 203.815,72 ; 3.363,02 ; 15.489,98 ; 18.853,00 
2023|06|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;93; 93,00 ; -   ; 93,00 ; -   ; -   ; -   ; -   ; -   ; 93,00 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;106; 230.326,55 ; -   ; 230.326,55 ; -   ; -   ; -   ; -   ; -   ; 230.326,55 ; 230.326,55 ; 3.800,35 ; 17.504,80 ; 21.305,15 
2023|06|CONTRIBUIÇÕES|Entrada|C170|2933|70|0.0000|0.0000|03|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;2933;70;0,0000;0,0000;3;Não conferido;2; 1.800,00 ; -   ; 1.800,00 ; -   ; -   ; -   ; -   ; -   ; 1.800,00 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;8; 4.407,28 ; -   ; 4.407,28 ; 2.132,38 ; 362,52 ; -   ; -   ; -   ; 4.044,76 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;9; 49.343,08 ; 130,14 ; 49.212,94 ; 47.475,00 ; 8.545,50 ; -   ; -   ; -   ; 40.667,44 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;33; 27.670,37 ; 286,91 ; 27.383,46 ; 8.690,64 ; 1.042,88 ; -   ; -   ; -   ; 26.340,58 ; 27.383,46 ; 451,83 ; 2.081,12 ; 2.532,95 
2023|06|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;24; 4.584,52 ; -   ; 4.584,52 ; -   ; -   ; -   ; -   ; -   ; 4.584,52 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;218; 54.059,45 ; 1.602,55 ; 52.456,90 ; 31.579,27 ; 5.583,11 ; -   ; -   ; -   ; 46.873,79 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;62; 76.895,23 ; 180,71 ; 76.714,52 ; 11.044,70 ; 1.922,06 ; -   ; -   ; -   ; 74.792,46 ; 76.714,52 ; 1.265,81 ; 5.830,32 ; 7.096,13 
2023|06|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;23; 56.531,65 ; -   ; 56.531,65 ; 9.427,49 ; -   ; -   ; -   ; -   ; 56.531,65 ; 56.531,65 ; 932,79 ; 4.296,40 ; 5.229,19 
2023|06|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;19; 3.178,47 ; -   ; 3.178,47 ; -   ; 381,41 ; -   ; -   ; -   ; 3.178,47 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Saída|D200|6352|-|0.0000|0.0000|N/A|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Saída;D200;6352;-;0,0000;0,0000;N/A;Não conferido;54; 3.171.473,11 ; -   ; 3.171.473,11 ; -   ; -   ; -   ; -   ; -   ; 3.171.473,11 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Saída|D200|6353|-|0.0000|0.0000|N/A|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Saída;D200;6353;-;0,0000;0,0000;N/A;Não conferido;12; 635.103,26 ; -   ; 635.103,26 ; -   ; -   ; -   ; -   ; -   ; 635.103,26 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Saída|D200|5352|-|0.0000|0.0000|N/A|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Saída;D200;5352;-;0,0000;0,0000;N/A;Não conferido;13; 384.728,86 ; -   ; 384.728,86 ; -   ; -   ; -   ; -   ; -   ; 384.728,86 ; -   ; -   ; -   ; -   
2023|06|CONTRIBUIÇÕES|Saída|D200|6932|-|0.0000|0.0000|N/A|Não conferido;01/06/2023;2023;6;2;CONTRIBUIÇÕES;Saída;D200;6932;-;0,0000;0,0000;N/A;Não conferido;1; 33.600,00 ; -   ; 33.600,00 ; -   ; -   ; -   ; -   ; -   ; 33.600,00 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;55; 43.209,01 ; 973,75 ; 42.235,26 ; 7.462,64 ; 829,45 ; -   ; -   ; -   ; 41.405,81 ; 42.235,26 ; 696,88 ; 3.209,87 ; 3.906,75 
2023|07|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;6; 1.380,65 ; -   ; 1.380,65 ; 579,98 ; 98,60 ; -   ; -   ; -   ; 1.282,05 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;6; 909,48 ; -   ; 909,48 ; -   ; -   ; -   ; -   ; -   ; 909,48 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;173; 65.063,55 ; 2.835,58 ; 62.227,97 ; 15.746,23 ; 2.622,99 ; -   ; -   ; -   ; 59.604,98 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;33; 33,00 ; -   ; 33,00 ; -   ; -   ; -   ; -   ; -   ; 33,00 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;209; 178.013,73 ; 7.724,64 ; 170.289,09 ; -   ; -   ; -   ; -   ; -   ; 170.289,09 ; 170.289,09 ; 2.809,90 ; 12.942,02 ; 15.751,92 
2023|07|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;7; 142,43 ; -   ; 142,43 ; -   ; -   ; -   ; -   ; -   ; 142,43 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;7; 34.180,01 ; -   ; 34.180,01 ; 2.680,01 ; 482,41 ; -   ; -   ; -   ; 33.697,60 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|2949|70|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2949;70;0,0000;0,0000;N/A;Não conferido;2; 5.369,80 ; -   ; 5.369,80 ; 5.369,80 ; 644,38 ; -   ; -   ; -   ; 4.725,42 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|2949|98|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2949;98;0,0000;0,0000;N/A;Não conferido;2; 1.858,56 ; -   ; 1.858,56 ; 1.858,56 ; 223,03 ; -   ; -   ; -   ; 1.635,53 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;87; 868.540,15 ; 1.812,06 ; 866.728,09 ; 27.274,38 ; 8,61 ; -   ; -   ; -   ; 866.719,48 ; 866.728,09 ; 14.301,00 ; 65.871,36 ; 80.172,36 
2023|07|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;124; 114.967,73 ; 0,77 ; 114.966,96 ; 22.863,67 ; 4.108,22 ; -   ; -   ; -   ; 110.858,74 ; 114.966,96 ; 1.897,02 ; 8.737,48 ; 10.634,50 
2023|07|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;13; 46.052,65 ; 30,41 ; 46.022,24 ; 45.061,44 ; 7.591,50 ; -   ; -   ; -   ; 38.430,74 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;123; 160.115,14 ; 29.998,55 ; 130.116,59 ; 9.659,96 ; 1.438,83 ; -   ; -   ; -   ; 128.677,76 ; 130.116,59 ; 2.146,96 ; 9.888,85 ; 12.035,81 
2023|07|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;144; 248.936,54 ; 5.546,25 ; 243.390,29 ; 418,64 ; 50,50 ; -   ; -   ; -   ; 243.339,79 ; 243.390,29 ; 4.016,01 ; 18.497,61 ; 22.513,62 
2023|07|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 1.034,98 ; -   ; 1.034,98 ; -   ; -   ; -   ; -   ; -   ; 1.034,98 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;10; 704,05 ; -   ; 704,05 ; -   ; 84,48 ; -   ; -   ; -   ; 704,05 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Saída|D200|6353|-|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Saída;D200;6353;-;0,0000;0,0000;N/A;Não conferido;5; 232.797,01 ; -   ; 232.797,01 ; -   ; -   ; -   ; -   ; -   ; 232.797,01 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Saída|D200|6352|-|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Saída;D200;6352;-;0,0000;0,0000;N/A;Não conferido;37; 2.663.162,92 ; -   ; 2.663.162,92 ; -   ; -   ; -   ; -   ; -   ; 2.663.162,92 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Saída|D200|6932|-|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Saída;D200;6932;-;0,0000;0,0000;N/A;Não conferido;9; 597.046,47 ; -   ; 597.046,47 ; -   ; -   ; -   ; -   ; -   ; 597.046,47 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Saída|D200|5352|-|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Saída;D200;5352;-;0,0000;0,0000;N/A;Não conferido;33; 6.602.996,62 ; -   ; 6.602.996,62 ; -   ; -   ; -   ; -   ; -   ; 6.602.996,62 ; -   ; -   ; -   ; -   
2023|07|CONTRIBUIÇÕES|Saída|D200|5932|-|0.0000|0.0000|N/A|Não conferido;01/07/2023;2023;7;3;CONTRIBUIÇÕES;Saída;D200;5932;-;0,0000;0,0000;N/A;Não conferido;8; 302.719,46 ; -   ; 302.719,46 ; -   ; -   ; -   ; -   ; -   ; 302.719,46 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;42; 66.534,25 ; 11.224,88 ; 55.309,37 ; 2.927,18 ; 411,32 ; -   ; -   ; -   ; 54.898,05 ; 55.309,37 ; 912,60 ; 4.203,51 ; 5.116,11 
2023|08|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;21; 214.690,02 ; -   ; 214.690,02 ; 2.624,14 ; -   ; -   ; -   ; -   ; 214.690,02 ; 214.690,02 ; 3.542,39 ; 16.316,45 ; 19.858,84 
2023|08|CONTRIBUIÇÕES|Entrada|C170|1925|98|0.0000|0.0000|N/A|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1925;98;0,0000;0,0000;N/A;Não conferido;1; 126.459,86 ; -   ; 126.459,86 ; -   ; -   ; -   ; -   ; -   ; 126.459,86 ; -   ; -   ; -   ; -   
2023|08|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;18; 32.491,67 ; 3.129,89 ; 29.361,78 ; -   ; -   ; -   ; -   ; -   ; 29.361,78 ; 29.361,78 ; 484,47 ; 2.231,51 ; 2.715,98 
2023|08|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;15; 28.209,60 ; -   ; 28.209,60 ; -   ; -   ; -   ; -   ; -   ; 28.209,60 ; 28.209,60 ; 465,47 ; 2.143,94 ; 2.609,41 
2023|08|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/08/2023;2023;8;3;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;145; 235.452,34 ; -   ; 235.452,34 ; 235.452,34 ; 28.254,31 ; -   ; -   ; -   ; 207.198,03 ; -   ; -   ; -   ; -   
